sentences,cleaned_text,sentiment_value,word_count,category,cleaned_text_1,polarity
must change before we can keep pace with changes in,must chang keep pace chang,0,10,Neutral,"['chang', 'pace', 'chang']",0.0
technology itself we should never forget that technology,technolog never forget technolog,-1,8,Negative,"['technolog', 'forget', 'technolog']",0.0
feeds on itself technology makes more technology,feed technolog make technolog,0,7,Neutral,"['feed', 'technolog', 'technolog']",0.0
possible in fact technological innovation consists of three,possibl fact technolog innov consist three,1,8,Positive,"['possibl', 'fact', 'technolog', 'innov', 'consist']",0.0
stages linked together in a selfreinforcing cycle first,stage link togeth selfreinforc cycl first,0,8,Neutral,"['stage', 'link', 'togeth', 'selfreinforc', 'cycl']",0.25
there is the creative stage with the blueprint of a feasible,creativ stage blueprint feasibl,2,11,Positive,"['creativ', 'stage', 'blueprint', 'feasibl']",0.0
idea this is made real by its practical application and this,idea made real practic applic,0,11,Neutral,"['idea', 'real', 'practic', 'applic']",0.2
finally ends in its diffusion through society the process is,final end diffus societi process,0,10,Neutral,"['final', 'end', 'diffu', 'societi', 'process']",0.0
then complete the loop is closed when the diffusion of,complet loop close diffus,0,10,Neutral,"['complet', 'loop', 'close', 'diffu']",0.0
technology embodying the new idea in its turn helps,technolog embodi new idea turn help,2,9,Positive,"['technolog', 'embodi', 'new', 'idea', 'turn', 'help']",0.13636363636363635
generate new creative ideas today all over the developed,gener new creativ idea today develop,2,9,Positive,"['gener', 'new', 'creativ', 'idea', 'today', 'develop']",0.13636363636363635
world the time gap between each of the steps in this cycle,world time gap step cycl,0,12,Neutral,"['world', 'time', 'gap', 'step', 'cycl']",0.0
has been shortened in india we are just progressing,shorten india progress,2,9,Positive,"['shorten', 'india', 'progress']",0.0
towards that stage—closing the loop,toward stage close loop,0,5,Neutral,"['stage', 'close', 'loop']",0.0
after the gulf war concluded with the victory of the,gulf war conclud victori,-2,10,Negative,"['gulf', 'war', 'conclud', 'victori']",0.0
technologically superior allied forces over 500 scientists,technolog superior alli forc scientist,2,7,Positive,"['technolog', 'superior', 'alli', 'forc', 'scientist']",0.7
of drdl and rci gathered to discuss issues that had,drdl rci gather discuss issu,0,10,Neutral,"['drdl', 'rci', 'gather', 'discuss', 'issu']",0.0
emerged i posed a question before the assembly was,emerg pose question assembl,0,9,Neutral,"['emerg', 'pose', 'question', 'assembl']",0.0
technology or weapon symmetry with other nations feasible,technolog weapon symmetri nation feasibl,0,8,Neutral,"['technolog', 'weapon', 'symmetri', 'nation', 'feasibl']",0.0
and if so should it be attempted the discussion led to,attempt discuss led,0,11,Neutral,"['attempt', 'discuss', 'lead']",0.0
many more serious questions such as how to establish,mani seriou question establish,0,9,Neutral,"['mani', 'seriou', 'question', 'establish']",0.0
effective electronic warfare support how to make missile,effect electron warfar support make missil,2,8,Positive,"['effect', 'electron', 'warfar', 'support', 'missil']",0.0
development proceed apace with the development of,develop proceed apac develop,0,7,Neutral,"['develop', 'proceed', 'apac', 'develop']",0.0
equally necessary systems like the lca and what were the,equal necessari system like lca,2,10,Positive,"['equal', 'necessari', 'system', 'like', 'lca']",0.0
key areas where a push would bring progress,key area push would bring progress,2,8,Positive,"['key', 'area', 'push', 'bring', 'progress']",0.0
at the end of a lively discussion spread over three,end live discuss spread three,2,10,Positive,"['end', 'live', 'discuss', 'spread']",0.13636363636363635
hours the consensus emerged that there was no way to,hour consensu emerg way,-1,10,Negative,"['hour', 'consensu', 'emerg', 'way']",0.0
redress asymmetry in military capability except to have the,redress asymmetri militari capabl except,0,9,Neutral,"['redress', 'asymmetri', 'militari', 'capabl']",0.0
same capability in specific areas as your potential,capabl specif area potenti,0,8,Neutral,"['capabl', 'specif', 'area', 'potenti']",0.0
opponent the scientists vowed to achieve a reduced cep,oppon scientist vow achiev reduc cep,0,9,Neutral,"['oppon', 'scientist', 'vow', 'achiev', 'reduc', 'cep']",0.0
in the accuracy of prithvi’s delivery perfecting the ka band,accuraci prithvi deliveri perfect ka band,3,10,Positive,"['accuraci', 'prithvi', 'deliveri', 'perfect', 'band']",1.0
guidance system for trishul and realising all carboncarbon,guidanc system trishul realis carboncarbon,0,8,Neutral,"['guidanc', 'system', 'trishul', 'realis', 'carboncarbon']",0.0
reentry control surfaces for agni by the end of the year the,reentri control surfac agni end year,0,12,Neutral,"['reentri', 'control', 'surfac', 'agni', 'end', 'year']",0.0
vow was later fulfilled the year also saw tubelaunched nag,vow later fulfil year also saw tubelaunch nag,0,10,Neutral,"['vow', 'later', 'fulfil', 'year', 'see', 'tubelaunch', 'nag']",0.0
flights and the manoeuvre of trishul at seven metres above,flight manoeuvr trishul seven metr,0,10,Neutral,"['flight', 'manoeuvr', 'trishul', 'seven', 'metr']",0.0
sea level at speeds which exceeded three times the speed,sea level speed exceed three time speed,0,10,Neutral,"['sea', 'level', 'speed', 'exceed', 'time', 'speed']",0.0
of sound the latter was a breakthrough in the development,sound latter breakthrough develop,3,10,Positive,"['sound', 'breakthrough', 'develop']",0.2
of an indigenous shiplaunched antiseaskimmer missile,indigen shiplaunch antiseaskimm missil,0,6,Neutral,"['indigen', 'shiplaunch', 'antiseaskimm', 'missil']",0.0
the same year i received an honorary degree of,year receiv honorari degre,0,9,Neutral,"['year', 'receiv', 'honorari', 'degre']",0.0
doctor of science from the iit bombay in the citation read,doctor scienc iit bombay citat read,0,11,Neutral,"['doctor', 'scienc', 'iit', 'bombay', 'citat', 'read']",0.0
by prof b nag on the occasion i was described as “an,prof b nag occas describ,0,12,Neutral,"['prof', 'nag', 'occas', 'describ']",0.0
inspiration behind the creation of a solid technological,inspir behind creation solid technolog,4,8,Positive,"['inspir', 'creation', 'solid', 'technolog']",-0.2
base from which india’s future aerospace programmes can,base india futur aerospac programm,0,8,Neutral,"['base', 'india', 'futur', 'aerospac', 'programm']",-0.8
be launched to meet the challenges of the twentyfirst,launch meet challeng twentyfirst,-1,9,Negative,"['launch', 'meet', 'challeng', 'twentyfirst']",0.0
century” well perhaps prof nag was only being polite but,centuri well perhap prof nag polit,0,10,Neutral,"['centuri', 'perhap', 'prof', 'nag', 'polit']",0.0
i do believe that india will enter the next century with its own,believ india enter next centuri,0,13,Neutral,"['believ', 'india', 'enter', 'centuri']",0.0
satellite in geostationary orbit 36000 km away in space,satellit geostationari orbit km away space,0,9,Neutral,"['satellit', 'geostationari', 'orbit', 'away', 'space']",0.0
positioned by its own launch vehicle india will also become,posit launch vehicl india also becom,0,10,Neutral,"['posit', 'launch', 'vehicl', 'india', 'becom']",0.0
a missile power ours is a country with tremendous vitality,missil power countri tremend vital,3,10,Positive,"['missil', 'power', 'countri', 'tremend', 'vital']",0.1
even though the world may not see its full potential or feel,even though world may see full potenti feel,0,12,Neutral,"['world', 'potenti', 'feel']",0.35
its full power no one dare ignore it any more,full power one dare ignor,-2,10,Negative,"['power', 'dare', 'ignor']",0.35
on 15 october i turned sixty i looked forward to,octob turn sixti look forward,0,10,Neutral,"['octob', 'turn', 'sixti', 'look', 'forward']",0.0
retirement and planned to open a school for the less,retir plan open school less,0,10,Neutral,"['retir', 'plan', 'open', 'school']",-0.08333333333333333
privileged children my friend prof p rama rao who was,privileg children friend prof p rama rao,2,10,Positive,"['privileg', 'children', 'friend', 'prof', 'rama', 'rao']",0.0
heading the department of science and technology in the,head depart scienc technolog,0,9,Neutral,"['head', 'depart', 'scienc', 'technolog']",0.0
government of india even struck up a partnership with me,govern india even struck partnership,-1,10,Negative,"['govern', 'india', 'strike', 'partnership']",0.0
to establish what he called the raokalam school we were,establish call raokalam school,0,10,Neutral,"['establish', 'raokalam', 'school']",0.0
unanimous in our opinion that carrying out certain missions,unanim opinion carri certain mission,1,9,Positive,"['unanim', 'opinion', 'carri', 'certain', 'mission']",0.21428571428571427
and reaching certain milestones however important they,reach certain mileston howev import,4,7,Positive,"['reach', 'certain', 'mileston', 'howev', 'import']",0.21428571428571427
may be or however impressive they might appear to be is,may howev impress might appear,3,11,Positive,"['howev', 'impress', 'appear']",0.0
not all there is to life but we had to postpone our plan as,life postpon plan,-1,14,Negative,"['life', 'postpon', 'plan']",0.0
neither of us was relieved from our post by the government,neither us reliev post govern,1,11,Positive,"['reliev', 'post', 'govern']",0.0
of india,india,0,2,Neutral,['india'],0.0
it was during this period that i decided to put down my,period decid put,0,12,Neutral,"['period', 'decid']",0.0
memoirs and express my observations and opinions on,memoir express observ opinion,0,8,Neutral,"['memoir', 'express', 'observ', 'opinion']",0.0
certain issues,certain issu,1,2,Positive,"['certain', 'issu']",0.21428571428571427
the biggest problem indian youth faced i felt was a,biggest problem indian youth face felt,-1,10,Negative,"['big', 'problem', 'indian', 'youth', 'face', 'feel']",0.0
lack of clarity of vision a lack of direction it was then that i,lack clariti vision lack direct,-1,14,Negative,"['lack', 'clariti', 'vision', 'lack', 'direct']",0.1
decided to write about the circumstances and people who,decid write circumst peopl,0,9,Neutral,"['decid', 'write', 'circumst', 'peopl']",0.0
made me what i am today the idea was not merely to pay,made today idea mere pay,-1,13,Negative,"['today', 'idea', 'mere', 'pay']",-0.5
tribute to some individuals or highlight certain aspects of,tribut individu highlight certain aspect,3,9,Positive,"['tribut', 'individu', 'highlight', 'certain', 'aspect']",0.21428571428571427
my life what i wanted to say was that no one however,life want say one howev,0,12,Neutral,"['life', 'want', 'howev']",0.0
poor underprivileged or small need feel disheartened,poor underprivileg small need feel dishearten,-2,7,Negative,"['poor', 'underprivileg', 'small', 'need', 'feel', 'dishearten']",-0.325
about life problems are a part of life suffering is the,life problem part life suffer,-4,11,Negative,"['life', 'problem', 'life', 'suffer']",0.0
essence of success as someone said,essenc success someon said,2,6,Positive,"['essenc', 'success', 'someon', 'say']",0.3
god has not promised,god promis,2,4,Positive,"['god', 'promis']",0.0
skies always blue,sky alway blue,0,3,Neutral,"['sky', 'alway', 'blue']",0.0
flowerstrewn pathways,flowerstrewn pathway,0,2,Neutral,"['flowerstrewn', 'pathway']",0.0
all our life through,life,0,4,Neutral,['life'],0.0
god has not promised,god promis,2,4,Positive,"['god', 'promis']",0.0
sun without rain,sun without rain,0,3,Neutral,"['sun', 'rain']",0.0
joy without sorrow,joy without sorrow,1,3,Positive,"['joy', 'sorrow']",0.8
peace without pain,peac without pain,0,3,Neutral,"['peac', 'pain']",0.0
i will not be presumptuous enough to say that my life can,presumptu enough say life,0,12,Neutral,"['presumptu', 'life']",0.0
be a role model for anybody but some poor child living in,role model anybodi poor child live,-2,12,Negative,"['role', 'model', 'anybodi', 'poor', 'child', 'live']",-0.13181818181818183
an obscure place in an underprivileged social setting may,obscur place underprivileg social set may,0,9,Neutral,"['obscur', 'place', 'underprivileg', 'social', 'set']",0.03333333333333333
find a little solace in the way my destiny has been shaped it,find littl solac way destini shape,0,13,Neutral,"['find', 'littl', 'solac', 'way', 'destini', 'shape']",0.0
could perhaps help such children liberate themselves from,could perhap help children liber,2,8,Positive,"['perhap', 'help', 'children', 'liber']",0.0
the bondage of their illusory backwardness and,bondag illusori backward,0,7,Neutral,"['bondag', 'illusori', 'backward']",0.0
hopelessness irrespective of where they are right now they,hopeless irrespect right,-2,9,Negative,"['hopeless', 'irrespect', 'right']",0.2857142857142857
should be aware that god is with them and when he is with,awar god,1,13,Positive,"['awar', 'god']",0.0
them who can be against them,,0,6,Neutral,[],0.0
but god has promised,god promis,2,4,Positive,"['god', 'promis']",0.0
strength for the day,strength day,2,4,Positive,"['strength', 'day']",0.0
rest for the labour,rest labour,0,4,Neutral,"['rest', 'labour']",0.0
light for the way,light way,0,4,Neutral,"['light', 'way']",0.4
it has been my observation that most indians suffer,observ indian suffer,-2,9,Negative,"['observ', 'indian', 'suffer']",0.0
unnecessary misery all their lives because they do not know,unnecessari miseri live know,0,10,Neutral,"['unnecessari', 'miseri', 'live', 'know']",0.13636363636363635
how to manage their emotions they are paralysed by,manag emot paralys,0,9,Neutral,"['manag', 'emot', 'paralys']",0.0
some sort of a psychological inertia phrases like ‘the next,sort psycholog inertia phrase like next,2,10,Positive,"['sort', 'psycholog', 'inertia', 'phrase', 'like']",0.0
best alternative’ ‘the only feasible option or solution’ and,best altern feasibl option solut,4,9,Positive,"['good', 'altern', 'feasibl', 'option', 'solut']",1.0
‘till things take a turn for the better’ are commonplace in our,till thing take turn better commonplac,0,12,Neutral,"['till', 'thing', 'turn', 'well', 'commonplac']",0.5
business conversations why not write about the deep,busi convers write deep,0,8,Neutral,"['busi', 'conver', 'write', 'deep']",0.0
rooted character traits which manifest themselves in such,root charact trait manifest,0,8,Neutral,"['root', 'charact', 'trait', 'manifest']",0.0
widespread selfdefeatist thought patterns and negative,widespread selfdefeatist thought pattern neg,-2,6,Negative,"['widespread', 'selfdefeatist', 'thought', 'pattern', 'neg']",0.0
behaviour i have worked with many people and,behaviour work mani peopl,0,8,Neutral,"['behaviour', 'work', 'mani', 'peopl']",0.0
organizations and have had to deal with people who were,organ deal peopl,0,10,Neutral,"['organ', 'deal', 'peopl']",0.0
so full of their own limitations that they had no other way to,full limit way,-2,13,Negative,"['limit', 'way']",0.35
prove their selfworth than by intimidating me why not write,prove selfworth intimid write,-2,10,Negative,"['prove', 'selfworth', 'intimid', 'write']",0.0
about the victimization which is a hallmark of the tragedy of,victim hallmark tragedi,-2,11,Negative,"['victim', 'hallmark', 'tragedi']",-0.07500000000000001
indian science and technology and about the pathways to,indian scienc technolog pathway,0,9,Neutral,"['indian', 'scienc', 'technolog', 'pathway']",0.0
organizational success let the latent fire in the heart of,organiz success let latent fire heart,0,10,Neutral,"['organiz', 'success', 'let', 'latent', 'fire', 'heart']",0.3
every indian acquire wings and the glory of this great,everi indian acquir wing glori great,5,10,Positive,"['everi', 'indian', 'acquir', 'wing', 'glori', 'great']",0.8
country light up the sky,countri light sky,0,5,Neutral,"['countri', 'light', 'sky']",0.4
,,0,0,Neutral,[],0.0
16,,0,1,Neutral,[],0.0
leaders,leader,0,1,Neutral,['leader'],0.0
t,,0,1,Neutral,[],0.0
echnology unlike science is a group activity it is not,echnolog unlik scienc group activ,0,10,Neutral,"['echnolog', 'unlik', 'scienc', 'group', 'activ']",0.0
based on individual intelligence but on the interaction of,base individu intellig interact,0,9,Neutral,"['base', 'individu', 'intellig', 'interact']",-0.8
many people i think the biggest success of igmdp is not,mani peopl think biggest success igmdp,3,11,Positive,"['mani', 'peopl', 'think', 'big', 'success', 'igmdp']",0.3
the fact that in,fact,0,4,Neutral,['fact'],0.0
record time the country acquired the capability of,record time countri acquir capabl,0,8,Neutral,"['record', 'time', 'countri', 'acquir', 'capabl']",0.0
making five stateoftheart missile systems but that through,make five stateoftheart missil system,0,8,Neutral,"['stateoftheart', 'missil', 'system']",0.0
it some superb teams of scientists and engineers have,superb team scientist engin,5,9,Positive,"['superb', 'team', 'scientist', 'engin']",1.0
been created if someone asks me about my personal,creat someon ask person,0,9,Neutral,"['creat', 'someon', 'ask', 'person']",0.0
achievements in indian rocketry i would put it down to,achiev indian rocketri would put,0,10,Neutral,"['achiev', 'indian', 'rocketri']",0.0
having created a challenging environment for teams of,creat challeng environ team,0,8,Neutral,"['creat', 'challeng', 'environ', 'team']",0.0
young people to work in,young peopl work,0,5,Neutral,"['young', 'peopl', 'work']",0.1
in their formative stages teams are much like children,form stage team much like children,2,9,Positive,"['form', 'stage', 'team', 'like', 'child']",0.2
in spirit they are as excitable as full of vitality enthusiasm,spirit excit full vital enthusiasm,4,11,Positive,"['spirit', 'excit', 'vital', 'enthusiasm']",0.22499999999999998
curiosity and the desire to please and excel as with,curios desir pleas excel,2,10,Positive,"['curio', 'desir', 'plea', 'excel']",0.0
children however these positive attributes can be,children howev posit attribut,2,7,Positive,"['child', 'howev', 'posit', 'attribut']",0.0
destroyed by the behaviour of misguided parents for,destroy behaviour misguid parent,-3,8,Negative,"['destroy', 'behaviour', 'misguid', 'parent']",-0.2
teams to be successful the environment must offer scope,team success environ must offer scope,3,9,Positive,"['team', 'success', 'environ', 'offer', 'scope']",0.3
for innovation i confronted many such challenges during the,innov confront mani challeng,0,9,Neutral,"['innov', 'confront', 'mani', 'challeng']",0.0
course of my work at dtdp air isro drdo and,cours work dtdp air isro drdo,0,10,Neutral,"['cours', 'work', 'dtdp', 'air', 'isro', 'drdo']",0.0
elsewhere but always ensured for my teams an,elsewher alway ensur team,1,8,Positive,"['elsewher', 'alway', 'ensur', 'team']",0.0
environment which allowed innovation and risktaking,environ allow innov risktak,2,6,Positive,"['environ', 'allow', 'innov', 'risktak']",0.0
when we first began creating project teams during the,first began creat project team,0,9,Neutral,"['begin', 'creat', 'project', 'team']",0.25
slv3 project and later in igmdp people working in these,slv project later igmdp peopl work,0,10,Neutral,"['slv', 'project', 'later', 'igmdp', 'peopl', 'work']",0.0
teams found themselves in the frontline of their,team found frontlin,0,8,Neutral,"['team', 'find', 'frontlin']",0.0
organizations’ ambitions since a great deal of,organ ambit sinc great deal,3,7,Positive,"['organ', 'ambit', 'sinc', 'great', 'deal']",0.8
psychological investment had been made in these teams,psycholog invest made team,0,8,Neutral,"['psycholog', 'invest', 'team']",0.0
they became both highly visible and highly vulnerable they,becam highli visibl highli vulner,-2,9,Negative,"['becam', 'highli', 'visibl', 'highli', 'vulner']",0.0
were personally expected to make a disproportionate,person expect make disproportion,0,7,Neutral,"['person', 'expect', 'disproportion']",0.0
contribution to win collective glory,contribut win collect glori,6,5,Positive,"['contribut', 'win', 'collect', 'glori']",0.8
i was aware that any failure in the organizational support,awar failur organiz support,0,10,Neutral,"['awar', 'failur', 'organiz', 'support']",0.0
system would negate the investment in team strategies,system would negat invest team strategi,0,8,Neutral,"['system', 'negat', 'invest', 'team', 'strategi']",0.0
the teams would be relegated to the league of average,team would releg leagu averag,0,10,Neutral,"['team', 'releg', 'leagu', 'averag']",0.0
working groups and might fail even there unable to meet,work group might fail even unabl meet,-2,10,Negative,"['work', 'group', 'fail', 'unabl', 'meet']",-0.5
the high expectations set for them on several occasions,high expect set sever occas,0,9,Neutral,"['high', 'expect', 'set', 'sever', 'occa']",0.16
the organization was on the verge of losing its nerve and,organ verg lose nerv,0,11,Neutral,"['organ', 'verg', 'lose', 'nerv']",0.0
imposing restraints the high level of uncertainty and,impos restraint high level uncertainti,-1,8,Negative,"['impos', 'restraint', 'high', 'level', 'uncertainti']",0.16
complexity associated with team activity very often proves,complex associ team activ often prove,0,8,Neutral,"['complex', 'associ', 'team', 'activ', 'prove']",-0.3
to be a trap for the unwary,trap unwari,-1,7,Negative,"['trap', 'unwari']",0.0
in the early years of the slv3 project i often had to,earli year slv project often,0,12,Neutral,"['earli', 'year', 'slv', 'project']",0.0
counter nervousness of the top people because progress,counter nervous top peopl progress,4,8,Positive,"['counter', 'nervous', 'peopl', 'progress']",0.5
was not tangibly or immediately visible many felt that the,tangibl immedi visibl mani felt,0,10,Neutral,"['tangibl', 'immedi', 'visibl', 'mani', 'feel']",0.0
organization had lost control over slv3 that the team,organ lost control slv team,0,9,Neutral,"['organ', 'lose', 'control', 'slv', 'team']",0.0
would run on unchecked and cause chaos and confusion,would run uncheck caus chao confus,-2,9,Negative,"['run', 'uncheck', 'caus', 'chao', 'confus']",0.0
but on all occasions these fears were proved imaginary,occas fear prove imaginari,-2,9,Negative,"['occa', 'fear', 'prove', 'imaginari']",0.0
there were many people in powerful positions in,mani peopl power posit,2,8,Positive,"['mani', 'peopl', 'power', 'posit']",0.0
organizations for example at vssc who underestimated,organ exampl vssc underestim,-1,7,Negative,"['organ', 'exampl', 'vssc', 'underestim']",0.0
our responsibility and commitment to organizational,respons commit organiz,2,6,Positive,"['respon', 'commit', 'organiz']",0.0
objectives dealing with such people was a crucial part of,object deal peopl crucial part,0,10,Neutral,"['object', 'deal', 'peopl', 'crucial']",0.0
the whole operation and this was performed dexterously by,whole oper perform dexter,0,9,Neutral,"['oper', 'perform', 'dexter']",0.2
dr brahm prakash,dr brahm prakash,0,3,Neutral,"['brahm', 'prakash']",0.0
when you work as a project team you need to develop,work project team need develop,0,11,Neutral,"['work', 'project', 'team', 'need', 'develop']",0.0
a complex view of the success criteria there are always,complex view success criteria alway,2,10,Positive,"['complex', 'view', 'success', 'criterion', 'alway']",0.0
multiple and often conflicting sets of expectations that exist,multipl often conflict set expect exist,-2,9,Negative,"['multipl', 'conflict', 'set', 'expect', 'exist']",0.0
about a team’s performance then quite often the project,team perform quit often project,0,9,Neutral,"['team', 'perform', 'quit', 'project']",0.0
teams are virtually torn apart in their attempt to,team virtual torn apart attempt,0,9,Neutral,"['team', 'virtual', 'tear', 'apart', 'attempt']",0.0
accommodate the needs and constraints of sub,accommod need constraint sub,0,7,Neutral,"['accommod', 'need', 'constraint', 'sub']",0.0
contractors outside the organization and specialist,contractor outsid organ specialist,0,6,Neutral,"['contractor', 'outsid', 'organ', 'specialist']",0.0
departments within the organization good project teams,depart within organ good project team,3,7,Positive,"['depart', 'organ', 'good', 'project', 'team']",0.7
are able to quickly identify the key person or people with,abl quickli identifi key person peopl,0,11,Neutral,"['abl', 'quickli', 'identifi', 'key', 'person', 'peopl']",0.0
whom negotiations must take place a crucial aspect of the,negoti must take place crucial aspect,0,10,Neutral,"['negoti', 'place', 'crucial', 'aspect']",0.0
team leader’s role is to negotiate with these key people for,team leader role negoti key peopl,0,11,Neutral,"['team', 'leader', 'role', 'negoti', 'key', 'peopl']",0.0
their requirements and to ensure that the dialogue,requir ensur dialogu,1,8,Positive,"['requir', 'ensur', 'dialogu']",0.0
continues on a regular basis as the situation develops or,continu regular basi situat develop,0,10,Neutral,"['continu', 'regular', 'basi', 'situat', 'develop']",0.0
changes if there is one thing outsiders dislike it is,chang one thing outsid dislik,-2,10,Negative,"['chang', 'thing', 'outsid', 'dislik']",0.0
unpleasant surprises good teams ensure that there are,unpleas surpris good team ensur,4,8,Positive,"['unpleas', 'surpris', 'good', 'team', 'ensur']",0.7
none,none,0,1,Neutral,[],0.0
the slv3 team developed their own internal success,slv team develop intern success,2,8,Positive,"['slv', 'team', 'develop', 'intern', 'success']",0.3
criteria we articulated our standards expectations and,criteria articul standard expect,0,7,Neutral,"['criterion', 'articul', 'standard', 'expect']",0.0
objectives we summarised what was needed to happen,object summaris need happen,0,8,Neutral,"['object', 'summaris', 'need', 'happen']",0.0
for us to be successful and how we would measure,us success would measur,3,10,Positive,"['success', 'measur']",0.3
success for instance how we were going to accomplish,success instanc go accomplish,4,9,Positive,"['success', 'instanc', 'accomplish']",0.3
our tasks who would do what and according to what,task would accord,0,10,Neutral,"['task', 'accord']",0.0
standards what were the time limits and how would the,standard time limit would,0,10,Neutral,"['standard', 'time', 'limit']",0.0
team conduct itself with reference to others in the,team conduct refer other,0,9,Neutral,"['team', 'conduct', 'refer']",-0.125
organization,organ,0,1,Neutral,['organ'],0.0
the process of arriving at the success criteria within a,process arriv success criteria within,2,10,Positive,"['process', 'arriv', 'success', 'criterion']",0.3
team is an intricate and skilled one because there are a lot,team intric skill one lot,2,12,Positive,"['team', 'intric', 'skill', 'lot']",0.0
of things going on below the surface on the surface the,thing go surfac surfac,0,11,Neutral,"['thing', 'surfac', 'surfac']",0.0
team is simply working to achieve the project’s goals but i,team simpli work achiev project goal,0,11,Neutral,"['team', 'simpli', 'work', 'achiev', 'project', 'goal']",0.0
have repeatedly seen how people are poor at articulating,repeatedli seen peopl poor articul,-2,9,Negative,"['repeatedli', 'see', 'peopl', 'poor', 'articul']",-0.4
what they want—until they see a work centre doing,want see work centr,1,9,Positive,"['want', 'work', 'centr']",0.0
something they don’t want them to do a project team,someth want project team,1,10,Positive,"['someth', 'want', 'project', 'team']",0.0
member must in fact act like a detective he should probe,member must fact act like detect probe,2,11,Positive,"['member', 'fact', 'act', 'like', 'detect', 'probe']",0.0
for clues as to how the project is proceeding and then,clue project proceed,0,11,Neutral,"['clue', 'project', 'proceed']",0.0
piece together different bits of evidence to build up a clear,piec togeth differ bit evid build clear,1,11,Positive,"['piec', 'togeth', 'differ', 'bit', 'evid', 'build', 'clear']",0.10000000000000002
comprehensive and deep understanding of the project’s,comprehens deep understand project,2,7,Positive,"['comprehen', 'deep', 'understand', 'project']",0.0
requirements,requir,0,1,Neutral,['requir'],0.0
at another level the relationship between the project,anoth level relationship project,0,8,Neutral,"['anoth', 'level', 'relationship', 'project']",0.0
teams and the work centres should be encouraged and,team work centr encourag,2,9,Positive,"['team', 'work', 'centr', 'encourag']",0.0
developed by the project leader both parties must be very,develop project leader parti must,0,10,Neutral,"['develop', 'project', 'leader', 'parti']",0.0
clear in their minds about their mutual interdependence and,clear mind mutual interdepend,1,9,Positive,"['clear', 'mind', 'mutual', 'interdepend']",0.10000000000000002
the fact that both of them have a stake in the project at yet,fact stake project yet,0,14,Neutral,"['fact', 'stake', 'project']",0.0
another level each side should assess the other’s,anoth level side assess,0,8,Neutral,"['anoth', 'level', 'assess']",0.0
capabilities and identify areas of strength and weakness in,capabl identifi area strength weak,0,9,Neutral,"['capabl', 'identifi', 'area', 'strength', 'weak']",-0.375
order to plan what needs doing and how it should be done,order plan need done,0,12,Neutral,"['order', 'plan', 'need']",0.0
in fact the whole game can be seen as a process of,fact whole game seen process,0,12,Neutral,"['fact', 'game', 'see', 'process']",-0.1
contracting it is about exploring and arriving at an,contract explor arriv,0,9,Neutral,"['contract', 'explor', 'arriv']",0.0
agreement on what each party expects of the other about,agreement parti expect,1,10,Positive,"['agreement', 'parti', 'expect']",0.0
realistically understanding the constraints of the other party,realist understand constraint parti,0,8,Neutral,"['realist', 'understand', 'constraint', 'parti']",0.0
and about communicating the success criteria while,commun success criteria,2,7,Positive,"['commun', 'success', 'criterion']",0.3
defining some simple rules about how the relationship is to,defin simpl rule relationship,0,10,Neutral,"['defin', 'simpl', 'rule', 'relationship']",0.0
work but above all it’s the best means of developing clarity,work best mean develop clariti,5,11,Positive,"['work', 'well', 'mean', 'develop', 'clariti']",0.34375
in the relationship both at the technical and personal levels,relationship technic person level,0,10,Neutral,"['relationship', 'technic', 'person', 'level']",0.0
in order to avoid any nasty surprises in the future in,order avoid nasti surpris futur,-4,11,Negative,"['order', 'avoid', 'nasti', 'surpris', 'futur']",0.0
igmdp sivathanu pillai and his team did some,igmdp sivathanu pillai team,0,8,Neutral,"['igmdp', 'sivathanu', 'pillai', 'team']",0.0
remarkable work in this area through their homegrown,remark work area homegrown,2,8,Positive,"['remark', 'work', 'area', 'homegrown']",0.0
technique pace which stands for programme analysis,techniqu pace stand programm analysi,0,7,Neutral,"['techniqu', 'pace', 'stand', 'programm', 'analysi']",0.0
control and evaluation each day between 12 noon and 1,control evalu day noon,0,10,Neutral,"['control', 'evalu', 'day', 'noon']",0.0
pm they would sit with a project team and a particular,pm would sit project team particular,0,11,Neutral,"['sit', 'project', 'team', 'particular']",0.16666666666666666
work centre that was on the critical path and assess the,work centr critic path assess,0,11,Neutral,"['work', 'centr', 'critic', 'path', 'assess']",0.0
level of success among themselves the excitement of,level success among excit,5,8,Positive,"['level', 'success', 'excit']",0.3
planning ways to succeed and the vision of future success,plan way succeed vision futur success,3,10,Positive,"['plan', 'way', 'succeed', 'vision', 'futur', 'success']",0.3
provide an irresistible form of motivation which i have,provid irresist form motiv,3,9,Positive,"['provid', 'irresist', 'form', 'motiv']",0.0
found always makes things happen,found alway make thing happen,0,5,Neutral,"['find', 'alway', 'thing', 'happen']",0.0
the concept of technology management has its roots in,concept technolog manag root,0,9,Neutral,"['concept', 'technolog', 'manag', 'root']",0.0
the developmental management models which originated,development manag model origin,0,6,Neutral,"['development', 'manag', 'model', 'origin']",0.0
in the early sixties out of a conflict between harmony,earli sixti conflict harmoni,-2,10,Negative,"['earli', 'sixti', 'conflict', 'harmoni']",0.0
seeking and outputoriented management structures there,seek outputori manag structur,0,6,Neutral,"['seek', 'outputori', 'manag', 'structur']",0.0
are basically two types of management orientations primal,basic two type manag orient primal,0,8,Neutral,"['basic', 'type', 'manag', 'orient', 'primal']",0.0
